CybORG v2.1, Scenario2, Commit Hash: 26ce1c1253fa9e2e73f25e6a7f2da32860c11257
author: tes, team: test, technique: test
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -162.06499999999997, standard deviation 79.2599627297363
actions: [('DecoyApache Op_Server0', 'DiscoverRemoteSystems 10.0.178.144/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.178.152'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.178.152'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User1'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.231.253'), ('DecoyApache User3', 'ExploitRemoteService 10.0.231.253'), ('Remove User1', 'ExploitRemoteService 10.0.178.152'), ('Analyse User0', 'PrivilegeEscalate User1'), ('Remove User3', 'DiscoverNetworkServices 10.0.231.253'), ('Remove User0', 'ExploitRemoteService 10.0.231.253'), ('Remove Enterprise0', 'PrivilegeEscalate Enterprise1'), ('DecoyApache User2', 'DiscoverRemoteSystems 10.0.231.240/28'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.231.254'), ('Remove User3', 'ExploitRemoteService 10.0.231.254'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.178.140'), ('Sleep', 'ExploitRemoteService 10.0.178.140'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.231.254'), ('DecoyApache User3', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.178.140'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.178.140'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.231.254'), ('Analyse User1', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host0', 'DiscoverNetworkServices 10.0.178.140'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.178.140'), ('Remove User3', 'ExploitRemoteService 10.0.231.254'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.178.140'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.178.140'), ('DecoyApache User4', 'ExploitRemoteService 10.0.231.254')], total reward: -38.80000000000001
actions: [('DecoyFemitter User1', 'DiscoverRemoteSystems 10.0.236.48/28'), ('DecoyFemitter User0', 'DiscoverNetworkServices 10.0.236.61'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.236.61'), ('DecoyFemitter User4', 'PrivilegeEscalate User2'), ('Remove User4', 'DiscoverNetworkServices 10.0.227.26'), ('Analyse User2', 'ExploitRemoteService 10.0.227.26'), ('DecoyApache User0', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Op_Host2', 'DiscoverRemoteSystems 10.0.227.16/28'), ('Analyse User0', 'DiscoverNetworkServices 10.0.227.21'), ('Remove User1', 'ExploitRemoteService 10.0.227.21'), ('DecoyApache Enterprise0', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.188.182'), ('DecoyApache User1', 'ExploitRemoteService 10.0.188.182'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.227.21'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.188.182'), ('Analyse Defender', 'ExploitRemoteService 10.0.188.182'), ('Remove Op_Server0', 'PrivilegeEscalate Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0')], total reward: -179.79999999999995
actions: [('Remove Op_Host1', 'DiscoverRemoteSystems 10.0.162.80/28'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.162.82'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.162.82'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User2'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.104.227'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.104.227'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.104.224/28'), ('DecoyFemitter User4', 'DiscoverNetworkServices 10.0.104.232'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.104.232'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.104.227'), ('DecoyApache User0', 'PrivilegeEscalate Enterprise1'), ('Remove User2', 'DiscoverRemoteSystems 10.0.104.224/28'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.104.232'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.104.232'), ('DecoyApache User1', 'ExploitRemoteService 10.0.104.227'), ('DecoyApache Op_Server0', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise0', 'DiscoverRemoteSystems 10.0.104.224/28'), ('DecoyFemitter User3', 'DiscoverNetworkServices 10.0.104.232'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.104.232'), ('DecoyFemitter User2', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter User4', 'DiscoverNetworkServices 10.0.222.6'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.222.6'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.104.232'), ('DecoyApache User4', 'ExploitRemoteService 10.0.104.227'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.162.82'), ('Remove Op_Server0', 'PrivilegeEscalate User2'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.104.227'), ('Remove Defender', 'ExploitRemoteService 10.0.104.227'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate Enterprise1')], total reward: -36.80000000000001
actions: [('DecoyFemitter Defender', 'DiscoverRemoteSystems 10.0.26.112/28'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.26.118'), ('DecoyApache User3', 'ExploitRemoteService 10.0.26.118'), ('DecoyApache User3', 'PrivilegeEscalate User3'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.103.216'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.103.216'), ('Remove User2', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter User0', 'DiscoverRemoteSystems 10.0.103.208/28'), ('DecoyApache Enterprise2', 'DiscoverNetworkServices 10.0.103.218'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.103.218'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.203.252'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.203.252'), ('Remove User2', 'PrivilegeEscalate Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyFemitter Op_Server0', 'DiscoverRemoteSystems 10.0.73.144/28'), ('Remove User0', 'DiscoverNetworkServices 10.0.73.155'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.73.155'), ('Remove Op_Host2', 'PrivilegeEscalate User4'), ('Analyse User0', 'DiscoverNetworkServices 10.0.196.45'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.196.45'), ('DecoyFemitter User4', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter Op_Host2', 'DiscoverRemoteSystems 10.0.196.32/28'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.196.35'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.196.35'), ('Analyse User3', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter User4', 'DiscoverNetworkServices 10.0.116.12'), ('Remove User0', 'ExploitRemoteService 10.0.116.12'), ('Monitor', 'ExploitRemoteService 10.0.196.35'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.116.12'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.116.12'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.196.35'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.116.12'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.116.12'), ('DecoyApache Enterprise1', 'ExploitRemoteService 10.0.196.35'), ('DecoyApache User2', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.116.12'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.116.12'), ('Remove Op_Host2', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0')], total reward: -91.8
actions: [('DecoyFemitter Op_Host0', 'DiscoverRemoteSystems 10.0.20.208/28'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.20.217'), ('Analyse User1', 'ExploitRemoteService 10.0.20.217'), ('Analyse User0', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.236.40'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.236.40'), ('DecoyFemitter User1', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Op_Host1', 'DiscoverRemoteSystems 10.0.236.32/28'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.236.36'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.236.36'), ('Remove User3', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.242.18'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.242.18'), ('Remove Enterprise0', 'PrivilegeEscalate Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyFemitter Op_Host1', 'DiscoverRemoteSystems 10.0.151.192/28'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.151.200'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.151.200'), ('Remove Op_Host0', 'PrivilegeEscalate User3'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.175.120'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.175.120'), ('DecoyFemitter User1', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Host2', 'DiscoverRemoteSystems 10.0.175.112/28'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.175.116'), ('Remove User1', 'ExploitRemoteService 10.0.175.116'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.57.86'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.57.86'), ('Analyse Enterprise2', 'PrivilegeEscalate Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyFemitter Op_Server0', 'DiscoverRemoteSystems 10.0.243.128/28'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.243.131'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.243.131'), ('DecoyFemitter Op_Host1', 'PrivilegeEscalate User3'), ('Sleep', 'DiscoverNetworkServices 10.0.224.7'), ('Remove User3', 'ExploitRemoteService 10.0.224.7'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.243.131'), ('Remove User3', 'PrivilegeEscalate User3'), ('Remove User3', 'DiscoverNetworkServices 10.0.224.7'), ('DecoyApache User1', 'ExploitRemoteService 10.0.224.7'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.243.131'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate User3'), ('Sleep', 'DiscoverNetworkServices 10.0.224.7'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.224.7'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.243.131'), ('Analyse User2', 'PrivilegeEscalate User3'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.224.7'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.224.7'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.243.131'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.224.7'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.224.7'), ('Analyse User4', 'ExploitRemoteService 10.0.243.131'), ('DecoyFemitter Op_Host1', 'PrivilegeEscalate User3'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.224.7'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.224.7'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.243.131'), ('Analyse User0', 'PrivilegeEscalate User3'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.224.7'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.224.7')], total reward: -2.700000000000001
actions: [('Remove Enterprise1', 'DiscoverRemoteSystems 10.0.106.80/28'), ('Monitor', 'DiscoverNetworkServices 10.0.106.89'), ('Remove User0', 'ExploitRemoteService 10.0.106.89'), ('DecoyFemitter Defender', 'PrivilegeEscalate User3'), ('Analyse User1', 'DiscoverNetworkServices 10.0.167.43'), ('Remove User3', 'ExploitRemoteService 10.0.167.43'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise0'), ('Analyse User0', 'DiscoverRemoteSystems 10.0.167.32/28'), ('DecoyApache Op_Host0', 'DiscoverNetworkServices 10.0.167.37'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.167.37'), ('DecoyApache User2', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.74.136'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.74.136'), ('DecoyApache Op_Host0', 'PrivilegeEscalate Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('DecoyFemitter Enterprise0', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0')], total reward: -224.79999999999993
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.205.208/28'), ('DecoyFemitter User0', 'DiscoverNetworkServices 10.0.205.222'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.205.222'), ('DecoyApache User1', 'PrivilegeEscalate User4'), ('Analyse User3', 'DiscoverNetworkServices 10.0.163.195'), ('Remove User2', 'ExploitRemoteService 10.0.163.195'), ('DecoyFemitter User4', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter User1', 'DiscoverRemoteSystems 10.0.163.192/28'), ('Sleep', 'DiscoverNetworkServices 10.0.163.204'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.163.204'), ('Analyse User1', 'PrivilegeEscalate Enterprise2'), ('Remove User1', 'DiscoverNetworkServices 10.0.105.132'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.105.132'), ('DecoyApache Op_Host0', 'PrivilegeEscalate Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('DecoyFemitter User2', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyApache Defender', 'DiscoverRemoteSystems 10.0.189.112/28'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.189.116'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.189.116'), ('Remove Op_Host1', 'PrivilegeEscalate User4'), ('Remove User3', 'DiscoverNetworkServices 10.0.206.165'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.206.165'), ('Analyse Enterprise2', 'PrivilegeEscalate Enterprise0'), ('Remove Enterprise0', 'DiscoverRemoteSystems 10.0.206.160/28'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.206.167'), ('Remove User2', 'ExploitRemoteService 10.0.206.167'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.172.29'), ('Sleep', 'ExploitRemoteService 10.0.172.29'), ('DecoyApache User1', 'PrivilegeEscalate Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0')], total reward: -223.69999999999993
actions: [('DecoyFemitter Op_Host1', 'DiscoverRemoteSystems 10.0.9.0/28'), ('Remove User4', 'DiscoverNetworkServices 10.0.9.8'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.9.8'), ('DecoyFemitter User1', 'PrivilegeEscalate User1'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.55.125'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.55.125'), ('Analyse User2', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.55.112/28'), ('DecoyApache Enterprise2', 'DiscoverNetworkServices 10.0.55.116'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.55.116'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.244.92'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.244.92'), ('Monitor', 'PrivilegeEscalate Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('DecoyFemitter User4', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0')], total reward: -224.69999999999993
actions: [('Analyse Op_Host2', 'DiscoverRemoteSystems 10.0.24.240/28'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.24.247'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.24.247'), ('Remove User2', 'PrivilegeEscalate User4'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.175.170'), ('DecoyApache User3', 'ExploitRemoteService 10.0.175.170'), ('Analyse Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User2', 'DiscoverRemoteSystems 10.0.175.160/28'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.175.161'), ('Analyse User2', 'ExploitRemoteService 10.0.175.161'), ('Sleep', 'ExploitRemoteService 10.0.175.170'), ('DecoyApache Defender', 'PrivilegeEscalate Enterprise0'), ('DecoyApache User2', 'DiscoverRemoteSystems 10.0.175.160/28'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.175.161'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.175.161'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.195.117'), ('Analyse Defender', 'ExploitRemoteService 10.0.195.117'), ('Analyse User3', 'ExploitRemoteService 10.0.175.161'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.175.170'), ('Analyse Defender', 'PrivilegeEscalate Enterprise0'), ('Remove Op_Server0', 'DiscoverRemoteSystems 10.0.175.160/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.175.161'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.175.161'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.175.170'), ('DecoyFemitter Defender', 'PrivilegeEscalate Enterprise0'), ('DecoyApache User4', 'DiscoverRemoteSystems 10.0.175.160/28'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.175.161'), ('Analyse User0', 'ExploitRemoteService 10.0.175.161'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2')], total reward: -41.80000000000001
actions: [('Monitor', 'DiscoverRemoteSystems 10.0.172.224/28'), ('DecoyApache Enterprise2', 'DiscoverNetworkServices 10.0.172.233'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.172.233'), ('Remove User0', 'PrivilegeEscalate User4'), ('DecoyApache User1', 'DiscoverNetworkServices 10.0.240.198'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.240.198'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.172.233'), ('DecoyFemitter User1', 'PrivilegeEscalate User4'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.240.198'), ('Analyse User0', 'ExploitRemoteService 10.0.240.198'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.172.233'), ('DecoyApache Enterprise2', 'PrivilegeEscalate User4'), ('Sleep', 'DiscoverNetworkServices 10.0.240.198'), ('Remove User3', 'ExploitRemoteService 10.0.240.198'), ('Analyse User4', 'PrivilegeEscalate Enterprise0'), ('Remove Op_Host1', 'DiscoverRemoteSystems 10.0.240.192/28'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.240.197'), ('Remove User2', 'ExploitRemoteService 10.0.240.197'), ('Analyse User4', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.10.58'), ('Remove User0', 'ExploitRemoteService 10.0.10.58'), ('DecoyApache User3', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0')], total reward: -119.79999999999997
